code	ccd_comp_id	anomer	config	sugar	ring	linkage	method	onebead_target	identity	status
RTA		alpha	D	talo	pyranose	R	undecoded			UNSUPPORTED_ONEBEAD
RTB	SDY	beta	D	talo	pyranose	R	ccd_name_index			UNSUPPORTED_ONEBEAD
ReA	Z6H	alpha	L	altro	pyranose	R	ccd_name_index			UNSUPPORTED_ONEBEAD
ReB	3MK	beta	L	altro	pyranose	R	ccd_name_index			UNSUPPORTED_ONEBEAD
RgA		alpha	L	gluco	pyranose	R	undecoded			UNSUPPORTED_ONEBEAD
RgB	Z8T	beta	L	gluco	pyranose	R	ccd_name_index			UNSUPPORTED_ONEBEAD
RkA	GUP	alpha	L	gulo	pyranose	R	ccd_name_index			UNSUPPORTED_ONEBEAD
RkB	Z8H	beta	L	gulo	pyranose	R	ccd_name_index			UNSUPPORTED_ONEBEAD
RlA	GXL	alpha	L	galacto	pyranose	R	ccd_name_index			UNSUPPORTED_ONEBEAD
RlB	GIV	beta	L	galacto	pyranose	R	ccd_name_index			UNSUPPORTED_ONEBEAD
RmA		alpha	L	manno	pyranose	R	undecoded			UNSUPPORTED_ONEBEAD
RmB		beta	L	manno	pyranose	R	undecoded			UNSUPPORTED_ONEBEAD
RnA	Z2D	alpha	L	allo	pyranose	R	ccd_name_index			UNSUPPORTED_ONEBEAD
RnB	WOO	beta	L	allo	pyranose	R	ccd_name_index			UNSUPPORTED_ONEBEAD
RtA		alpha	L	talo	pyranose	R	undecoded			UNSUPPORTED_ONEBEAD
RtB	ZEE	beta	L	talo	pyranose	R	ccd_name_index			UNSUPPORTED_ONEBEAD
SEA	SHD	alpha	D	altro	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SEB		beta	D	altro	pyranose	S	undecoded			UNSUPPORTED_ONEBEAD
SGA	GLC	alpha	D	gluco	pyranose	S	ccd_name_index	GLC	alpha-D-Glcp	SUPPORTED_ONEBEAD
SGB	BGC	beta	D	gluco	pyranose	S	ccd_name_index	GLC	beta-D-Glcp	SUPPORTED_ONEBEAD
SKA	4GL	alpha	D	gulo	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SKB	GL0	beta	D	gulo	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SLA	GLA	alpha	D	galacto	pyranose	S	ccd_name_index	GAL	alpha-D-Galp	SUPPORTED_ONEBEAD
SLB	GAL	beta	D	galacto	pyranose	S	ccd_name_index	GAL	beta-D-Galp	SUPPORTED_ONEBEAD
SMA	MAN	alpha	D	manno	pyranose	S	ccd_name_index	MAN	alpha-D-Manp	SUPPORTED_ONEBEAD
SMB	BMA	beta	D	manno	pyranose	S	ccd_name_index	BMA	beta-D-Manp	SUPPORTED_ONEBEAD
SNA	AFD	alpha	D	allo	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SNB	ALL	beta	D	allo	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
STA		alpha	D	talo	pyranose	S	undecoded			UNSUPPORTED_ONEBEAD
STB	SDY	beta	D	talo	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SeA	Z6H	alpha	L	altro	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SeB	3MK	beta	L	altro	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SgA		alpha	L	gluco	pyranose	S	undecoded			UNSUPPORTED_ONEBEAD
SgB	Z8T	beta	L	gluco	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SkA	GUP	alpha	L	gulo	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SkB	Z8H	beta	L	gulo	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SlA	GXL	alpha	L	galacto	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SlB	GIV	beta	L	galacto	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SmA		alpha	L	manno	pyranose	S	undecoded			UNSUPPORTED_ONEBEAD
SmB		beta	L	manno	pyranose	S	undecoded			UNSUPPORTED_ONEBEAD
SnA	Z2D	alpha	L	allo	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
SnB	WOO	beta	L	allo	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
StA		alpha	L	talo	pyranose	S	undecoded			UNSUPPORTED_ONEBEAD
StB	ZEE	beta	L	talo	pyranose	S	ccd_name_index			UNSUPPORTED_ONEBEAD
TAA	64K	alpha	D	arabino	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TAB	SEJ	beta	D	arabino	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TDA	LDY	alpha	D	lyxo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TDB	Z4W	beta	D	lyxo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TEA	SHD	alpha	D	altro	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TEB		beta	D	altro	pyranose	T	undecoded			UNSUPPORTED_ONEBEAD
TFA	FCA	alpha	D	fuco	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TFB	FCB	beta	D	fuco	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TGA	GLC	alpha	D	gluco	pyranose	T	ccd_name_index	GLC	alpha-D-Glcp	SUPPORTED_ONEBEAD
TGB	BGC	beta	D	gluco	pyranose	T	ccd_name_index	GLC	beta-D-Glcp	SUPPORTED_ONEBEAD
THA	XXR	alpha	D	rhamno	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
THB	UBO	beta	D	rhamno	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TKA	4GL	alpha	D	gulo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TKB	GL0	beta	D	gulo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TLA	GLA	alpha	D	galacto	pyranose	T	ccd_name_index	GAL	alpha-D-Galp	SUPPORTED_ONEBEAD
TLB	GAL	beta	D	galacto	pyranose	T	ccd_name_index	GAL	beta-D-Galp	SUPPORTED_ONEBEAD
TMA	MAN	alpha	D	manno	pyranose	T	ccd_name_index	MAN	alpha-D-Manp	SUPPORTED_ONEBEAD
TMB	BMA	beta	D	manno	pyranose	T	ccd_name_index	BMA	beta-D-Manp	SUPPORTED_ONEBEAD
TNA	AFD	alpha	D	allo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TNB	ALL	beta	D	allo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TOA	ADA	alpha	D	galacto	pyranuronic acid	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TOB	GTR	beta	D	galacto	pyranuronic acid	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TQA	G6D	alpha	D	quinovo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TQB	YYK	beta	D	quinovo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TRA	YYM	alpha	D	ribo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TRB	RIP	beta	D	ribo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TTA		alpha	D	talo	pyranose	T	undecoded			UNSUPPORTED_ONEBEAD
TTB	SDY	beta	D	talo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TUA		alpha	D	ido	pyranuronic acid	T	undecoded			UNSUPPORTED_ONEBEAD
TUB		beta	D	ido	pyranuronic acid	T	undecoded			UNSUPPORTED_ONEBEAD
TXA	XYS	alpha	D	xylo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TXB	HSZ	beta	D	xylo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TZA	GCU	alpha	D	gluco	pyranuronic acid	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TZB	BDP	beta	D	gluco	pyranuronic acid	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TaA	ARA	alpha	L	arabino	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TaB	ARB	beta	L	arabino	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TdA		alpha	L	lyxo	pyranose	T	undecoded			UNSUPPORTED_ONEBEAD
TdB		beta	L	lyxo	pyranose	T	undecoded			UNSUPPORTED_ONEBEAD
TeA	Z6H	alpha	L	altro	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TeB	3MK	beta	L	altro	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TfA	FUC	alpha	L	fuco	pyranose	T	ccd_name_index	FUC	alpha-L-Fucp	SUPPORTED_ONEBEAD
TfB	FUL	beta	L	fuco	pyranose	T	ccd_name_index	FUC	beta-L-Fucp	SUPPORTED_ONEBEAD
TgA		alpha	L	gluco	pyranose	T	undecoded			UNSUPPORTED_ONEBEAD
TgB	Z8T	beta	L	gluco	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
ThA	RAM	alpha	L	rhamno	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
ThB	RM4	beta	L	rhamno	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TkA	GUP	alpha	L	gulo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TkB	Z8H	beta	L	gulo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TlA	GXL	alpha	L	galacto	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TlB	GIV	beta	L	galacto	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TmA		alpha	L	manno	pyranose	T	undecoded			UNSUPPORTED_ONEBEAD
TmB		beta	L	manno	pyranose	T	undecoded			UNSUPPORTED_ONEBEAD
TnA	Z2D	alpha	L	allo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TnB	WOO	beta	L	allo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
ToA		alpha	L	galacto	pyranuronic acid	T	undecoded			UNSUPPORTED_ONEBEAD
ToB		beta	L	galacto	pyranuronic acid	T	undecoded			UNSUPPORTED_ONEBEAD
TqA		alpha	L	quinovo	pyranose	T	undecoded			UNSUPPORTED_ONEBEAD
TqB		beta	L	quinovo	pyranose	T	undecoded			UNSUPPORTED_ONEBEAD
TrA		alpha	L	ribo	pyranose	T	undecoded			UNSUPPORTED_ONEBEAD
TrB	0MK	beta	L	ribo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TtA		alpha	L	talo	pyranose	T	undecoded			UNSUPPORTED_ONEBEAD
TtB	ZEE	beta	L	talo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TuA	IDR	alpha	L	ido	pyranuronic acid	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TuB		beta	L	ido	pyranuronic acid	T	undecoded			UNSUPPORTED_ONEBEAD
TxA	HSY	alpha	L	xylo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TxB	LXC	beta	L	xylo	pyranose	T	ccd_name_index			UNSUPPORTED_ONEBEAD
TzA		alpha	L	gluco	pyranuronic acid	T	undecoded			UNSUPPORTED_ONEBEAD
TzB		beta	L	gluco	pyranuronic acid	T	undecoded			UNSUPPORTED_ONEBEAD
UBD		alpha	D	sorbo	furanose	U	undecoded			UNSUPPORTED_ONEBEAD
UBU	UEA	beta	D	sorbo	furanose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UCD	Z9N	alpha	D	fructo	furanose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UCU	FRU	beta	D	fructo	furanose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UEA	SHD	alpha	D	altro	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UEB		beta	D	altro	pyranose	U	undecoded			UNSUPPORTED_ONEBEAD
UGA	GLC	alpha	D	gluco	pyranose	U	ccd_name_index	GLC	alpha-D-Glcp	SUPPORTED_ONEBEAD
UGB	BGC	beta	D	gluco	pyranose	U	ccd_name_index	GLC	beta-D-Glcp	SUPPORTED_ONEBEAD
UJD		alpha	D	tagato	furanose	U	undecoded			UNSUPPORTED_ONEBEAD
UJU		beta	D	tagato	furanose	U	undecoded			UNSUPPORTED_ONEBEAD
UKA	4GL	alpha	D	gulo	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UKB	GL0	beta	D	gulo	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
ULA	GLA	alpha	D	galacto	pyranose	U	ccd_name_index	GAL	alpha-D-Galp	SUPPORTED_ONEBEAD
ULB	GAL	beta	D	galacto	pyranose	U	ccd_name_index	GAL	beta-D-Galp	SUPPORTED_ONEBEAD
UMA	MAN	alpha	D	manno	pyranose	U	ccd_name_index	MAN	alpha-D-Manp	SUPPORTED_ONEBEAD
UMB	BMA	beta	D	manno	pyranose	U	ccd_name_index	BMA	beta-D-Manp	SUPPORTED_ONEBEAD
UNA	AFD	alpha	D	allo	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UNB	ALL	beta	D	allo	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UPD	PSV	alpha	D	psico	furanose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UPU	TTV	beta	D	psico	furanose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UTA		alpha	D	talo	pyranose	U	undecoded			UNSUPPORTED_ONEBEAD
UTB	SDY	beta	D	talo	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UVA	A2G	alpha	D	galacto	pyranose	U	ccd_name_index	NGA	alpha-D-GalNAcp	SUPPORTED_ONEBEAD
UVB	NGA	beta	D	galacto	pyranose	U	ccd_name_index	NGA	beta-D-GalNAcp	SUPPORTED_ONEBEAD
UWA	BM3	alpha	D	manno	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UWB	BM7	beta	D	manno	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UYA	NDG	alpha	D	gluco	pyranose	U	ccd_name_index	NAG	alpha-D-GlcNAcp	SUPPORTED_ONEBEAD
UYB	NAG	beta	D	gluco	pyranose	U	ccd_name_index	NAG	beta-D-GlcNAcp	SUPPORTED_ONEBEAD
UbD		alpha	L	sorbo	furanose	U	undecoded			UNSUPPORTED_ONEBEAD
UbU		beta	L	sorbo	furanose	U	undecoded			UNSUPPORTED_ONEBEAD
UcD		alpha	L	fructo	furanose	U	undecoded			UNSUPPORTED_ONEBEAD
UcU	LFR	beta	L	fructo	furanose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UeA	Z6H	alpha	L	altro	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UeB	3MK	beta	L	altro	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UgA		alpha	L	gluco	pyranose	U	undecoded			UNSUPPORTED_ONEBEAD
UgB	Z8T	beta	L	gluco	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UjD		alpha	L	tagato	furanose	U	undecoded			UNSUPPORTED_ONEBEAD
UjU		beta	L	tagato	furanose	U	undecoded			UNSUPPORTED_ONEBEAD
UkA	GUP	alpha	L	gulo	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UkB	Z8H	beta	L	gulo	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UlA	GXL	alpha	L	galacto	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UlB	GIV	beta	L	galacto	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UmA		alpha	L	manno	pyranose	U	undecoded			UNSUPPORTED_ONEBEAD
UmB		beta	L	manno	pyranose	U	undecoded			UNSUPPORTED_ONEBEAD
UnA	Z2D	alpha	L	allo	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UnB	WOO	beta	L	allo	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UpD	SF6	alpha	L	psico	furanose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UpU	SF9	beta	L	psico	furanose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UtA		alpha	L	talo	pyranose	U	undecoded			UNSUPPORTED_ONEBEAD
UtB	ZEE	beta	L	talo	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UvA	YYQ	alpha	L	galacto	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UvB		beta	L	galacto	pyranose	U	undecoded			UNSUPPORTED_ONEBEAD
UwA		alpha	L	manno	pyranose	U	undecoded			UNSUPPORTED_ONEBEAD
UwB		beta	L	manno	pyranose	U	undecoded			UNSUPPORTED_ONEBEAD
UyA	NGZ	alpha	L	gluco	pyranose	U	ccd_name_index			UNSUPPORTED_ONEBEAD
UyB		beta	L	gluco	pyranose	U	undecoded			UNSUPPORTED_ONEBEAD
VBD		alpha	D	sorbo	furanose	V	undecoded			UNSUPPORTED_ONEBEAD
VBU	UEA	beta	D	sorbo	furanose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VCD	Z9N	alpha	D	fructo	furanose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VCU	FRU	beta	D	fructo	furanose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VEA	SHD	alpha	D	altro	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VEB		beta	D	altro	pyranose	V	undecoded			UNSUPPORTED_ONEBEAD
VGA	GLC	alpha	D	gluco	pyranose	V	ccd_name_index	GLC	alpha-D-Glcp	SUPPORTED_ONEBEAD
VGB	BGC	beta	D	gluco	pyranose	V	ccd_name_index	GLC	beta-D-Glcp	SUPPORTED_ONEBEAD
VJD		alpha	D	tagato	furanose	V	undecoded			UNSUPPORTED_ONEBEAD
VJU		beta	D	tagato	furanose	V	undecoded			UNSUPPORTED_ONEBEAD
VKA	4GL	alpha	D	gulo	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VKB	GL0	beta	D	gulo	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VLA	GLA	alpha	D	galacto	pyranose	V	ccd_name_index	GAL	alpha-D-Galp	SUPPORTED_ONEBEAD
VLB	GAL	beta	D	galacto	pyranose	V	ccd_name_index	GAL	beta-D-Galp	SUPPORTED_ONEBEAD
VMA	MAN	alpha	D	manno	pyranose	V	ccd_name_index	MAN	alpha-D-Manp	SUPPORTED_ONEBEAD
VMB	BMA	beta	D	manno	pyranose	V	ccd_name_index	BMA	beta-D-Manp	SUPPORTED_ONEBEAD
VNA	AFD	alpha	D	allo	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VNB	ALL	beta	D	allo	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VPD	PSV	alpha	D	psico	furanose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VPU	TTV	beta	D	psico	furanose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VTA		alpha	D	talo	pyranose	V	undecoded			UNSUPPORTED_ONEBEAD
VTB	SDY	beta	D	talo	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VVA	A2G	alpha	D	galacto	pyranose	V	ccd_name_index	NGA	alpha-D-GalNAcp	SUPPORTED_ONEBEAD
VVB	NGA	beta	D	galacto	pyranose	V	ccd_name_index	NGA	beta-D-GalNAcp	SUPPORTED_ONEBEAD
VWA	BM3	alpha	D	manno	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VWB	BM7	beta	D	manno	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VYA	NDG	alpha	D	gluco	pyranose	V	ccd_name_index	NAG	alpha-D-GlcNAcp	SUPPORTED_ONEBEAD
VYB	NAG	beta	D	gluco	pyranose	V	ccd_name_index	NAG	beta-D-GlcNAcp	SUPPORTED_ONEBEAD
VbD		alpha	L	sorbo	furanose	V	undecoded			UNSUPPORTED_ONEBEAD
VbU		beta	L	sorbo	furanose	V	undecoded			UNSUPPORTED_ONEBEAD
VcD		alpha	L	fructo	furanose	V	undecoded			UNSUPPORTED_ONEBEAD
VcU	LFR	beta	L	fructo	furanose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VeA	Z6H	alpha	L	altro	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VeB	3MK	beta	L	altro	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VgA		alpha	L	gluco	pyranose	V	undecoded			UNSUPPORTED_ONEBEAD
VgB	Z8T	beta	L	gluco	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VjD		alpha	L	tagato	furanose	V	undecoded			UNSUPPORTED_ONEBEAD
VjU		beta	L	tagato	furanose	V	undecoded			UNSUPPORTED_ONEBEAD
VkA	GUP	alpha	L	gulo	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VkB	Z8H	beta	L	gulo	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VlA	GXL	alpha	L	galacto	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VlB	GIV	beta	L	galacto	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VmA		alpha	L	manno	pyranose	V	undecoded			UNSUPPORTED_ONEBEAD
VmB		beta	L	manno	pyranose	V	undecoded			UNSUPPORTED_ONEBEAD
VnA	Z2D	alpha	L	allo	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VnB	WOO	beta	L	allo	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VpD	SF6	alpha	L	psico	furanose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VpU	SF9	beta	L	psico	furanose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VtA		alpha	L	talo	pyranose	V	undecoded			UNSUPPORTED_ONEBEAD
VtB	ZEE	beta	L	talo	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VvA	YYQ	alpha	L	galacto	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VvB		beta	L	galacto	pyranose	V	undecoded			UNSUPPORTED_ONEBEAD
VwA		alpha	L	manno	pyranose	V	undecoded			UNSUPPORTED_ONEBEAD
VwB		beta	L	manno	pyranose	V	undecoded			UNSUPPORTED_ONEBEAD
VyA	NGZ	alpha	L	gluco	pyranose	V	ccd_name_index			UNSUPPORTED_ONEBEAD
VyB		beta	L	gluco	pyranose	V	undecoded			UNSUPPORTED_ONEBEAD
WAA	64K	alpha	D	arabino	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WAB	SEJ	beta	D	arabino	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WBA		alpha	D	sorbo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WBB		beta	D	sorbo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WBD		alpha	D	sorbo	furanose	W	undecoded			UNSUPPORTED_ONEBEAD
WBU	UEA	beta	D	sorbo	furanose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WCA		alpha	D	fructo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WCB	BDF	beta	D	fructo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WCD	Z9N	alpha	D	fructo	furanose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WCU	FRU	beta	D	fructo	furanose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WDA	LDY	alpha	D	lyxo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WDB	Z4W	beta	D	lyxo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WEA	SHD	alpha	D	altro	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WEB		beta	D	altro	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WFA	FCA	alpha	D	fuco	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WFB	FCB	beta	D	fuco	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WGA	GLC	alpha	D	gluco	pyranose	W	ccd_name_index	GLC	alpha-D-Glcp	SUPPORTED_ONEBEAD
WGB	BGC	beta	D	gluco	pyranose	W	ccd_name_index	GLC	beta-D-Glcp	SUPPORTED_ONEBEAD
WHA	XXR	alpha	D	rhamno	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WHB	UBO	beta	D	rhamno	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WJA	T6T	alpha	D	tagato	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WJB		beta	D	tagato	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WJD		alpha	D	tagato	furanose	W	undecoded			UNSUPPORTED_ONEBEAD
WJU		beta	D	tagato	furanose	W	undecoded			UNSUPPORTED_ONEBEAD
WKA	4GL	alpha	D	gulo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WKB	GL0	beta	D	gulo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WLA	GLA	alpha	D	galacto	pyranose	W	ccd_name_index	GAL	alpha-D-Galp	SUPPORTED_ONEBEAD
WLB	GAL	beta	D	galacto	pyranose	W	ccd_name_index	GAL	beta-D-Galp	SUPPORTED_ONEBEAD
WMA	MAN	alpha	D	manno	pyranose	W	ccd_name_index	MAN	alpha-D-Manp	SUPPORTED_ONEBEAD
WMB	BMA	beta	D	manno	pyranose	W	ccd_name_index	BMA	beta-D-Manp	SUPPORTED_ONEBEAD
WNA	AFD	alpha	D	allo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WNB	ALL	beta	D	allo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WOA	ADA	alpha	D	galacto	pyranuronic acid	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WOB	GTR	beta	D	galacto	pyranuronic acid	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WPA		alpha	D	psico	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WPB		beta	D	psico	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WPD	PSV	alpha	D	psico	furanose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WPU	TTV	beta	D	psico	furanose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WQA	G6D	alpha	D	quinovo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WQB	YYK	beta	D	quinovo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WRA	YYM	alpha	D	ribo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WRB	RIP	beta	D	ribo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WTA		alpha	D	talo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WTB	SDY	beta	D	talo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WUA		alpha	D	ido	pyranuronic acid	W	undecoded			UNSUPPORTED_ONEBEAD
WUB		beta	D	ido	pyranuronic acid	W	undecoded			UNSUPPORTED_ONEBEAD
WVA	A2G	alpha	D	galacto	pyranose	W	ccd_name_index	NGA	alpha-D-GalNAcp	SUPPORTED_ONEBEAD
WVB	NGA	beta	D	galacto	pyranose	W	ccd_name_index	NGA	beta-D-GalNAcp	SUPPORTED_ONEBEAD
WWA	BM3	alpha	D	manno	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WWB	BM7	beta	D	manno	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WXA	XYS	alpha	D	xylo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WXB	HSZ	beta	D	xylo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
